gene_sz_lastname;gene_sz_firstname;country;gene_i_birthdate;gene_i_size;gene_i_weight;charac_i_plain;charac_i_mountain;charac_i_downhilling;charac_i_cobble;charac_i_timetrial;charac_i_prologue;charac_i_sprint;charac_i_acceleration;charac_i_endurance;charac_i_resistance;charac_i_recuperation;charac_i_hill;charac_i_baroudeur
Eddy;Samual;Australia;20010523;176;0;64;61;60;60;63;62;60;60;62;62;61;63;60
Eißler;Maximilian;Germany;20020829;0;0;61;60;60;60;61;62;60;60;60;61;60;60;60
Epis;Giosue;Italy;20020304;0;0;63;60;60;60;60;60;64;66;62;65;62;61;63
Essail;Mohamed Nizar;Morocco;19940103;0;0;65;60;60;60;60;60;62;62;63;64;60;60;63
Estelrich;Mateu;Spain;20010802;0;0;61;63;60;60;60;60;60;60;61;61;60;62;65
Etxeberria;Josu;Spain;20000909;178;65;62;63;61;60;60;60;62;61;60;62;62;65;62
Faresin;Edoardo;Italy;19980311;0;0;63;66;64;60;60;62;60;65;64;65;64;67;66
Farley;Jonathan;Australia;20020517;0;0;63;60;60;60;60;60;62;63;60;60;61;61;60
Fastres;Noah;Belgium;20020216;0;0;62;60;61;60;60;60;63;64;62;62;62;63;60
Feillu;Romain;France;19840416;174;62;67;60;64;60;60;60;70;69;64;67;64;60;60
Fernandes;Fábio;Portugal;20020718;0;0;61;60;60;60;65;65;60;60;61;65;62;62;61
Figueroa;Jatniel;Venezuela;19960722;0;0;62;60;60;60;60;60;64;66;62;61;61;60;60
Fitzpatrick;Tom;United Kingdom;19921116;187;67;61;60;60;60;60;60;60;60;60;60;60;62;60
Flückiger;Mathias;Switzerland;19880927;0;0;65;71;78;63;60;61;62;66;67;71;67;69;67
Flynn;Sean;United Kingdom;20000302;177;67;69;64;64;63;60;63;68;71;70;68;66;70;65
Foley;Michael;Canada;19990112;0;0;64;60;60;60;61;61;61;61;60;65;60;60;61
Francisco;Filipe;Portugal;19981015;0;0;61;60;63;63;60;60;60;61;62;61;60;62;62
Fredes;Sergio;Argentina;19920121;0;0;63;64;60;60;67;67;61;61;62;64;64;62;67
Fretin;Milan;Belgium;20010319;182;70;69;61;67;68;60;62;70;71;68;69;68;69;66
Fuchs;Tyrel;United States;19990616;0;0;63;60;60;60;65;66;60;60;60;63;62;60;60
Furman;Travis;United States;19890319;177;63;60;60;60;60;60;60;60;60;60;60;60;60;61
Galli;Niccolo;Italy;20020409;0;0;62;60;60;60;60;60;60;62;62;61;60;63;60
Gandin;Stefano;Italy;19960328;185;69;68;65;60;62;61;62;70;72;66;68;61;67;70
Garcia Villegas;Alvaro;Spain;19991228;0;0;61;61;60;60;60;60;60;61;60;61;61;62;61
Garofoli;Gianmarco;Italy;20021006;0;0;64;68;68;60;64;64;65;68;65;66;65;69;68
Garzara;Mattia;Italy;20020712;0;0;63;60;61;60;61;60;66;66;63;63;61;62;60
Gee;Derek;Canada;19970803;0;0;67;67;66;60;70;69;65;67;64;70;69;65;64
Gelders;Gil;Belgium;20021216;0;0;67;62;63;64;60;60;62;66;67;67;63;68;66
Germani;Lorenzo;Italy;20020303;180;62;67;65;65;60;64;64;63;66;66;69;65;69;68
Berhane;Ghebrehiwet;Eritrea;20010106;0;0;63;60;60;60;61;61;60;62;61;63;60;64;62
Ghislanzoni;Andrea;Italy;19990914;172;55;61;65;60;60;60;60;61;61;61;61;64;63;61
Gil;Javier;Spain;19960916;0;0;62;67;62;60;61;61;61;64;60;63;64;66;61
Gilabert;Arnau;Spain;20020824;170;57;60;63;61;60;60;61;61;62;61;61;61;62;62
Glivar;Gal;Slovenia;20020501;171;62;64;69;64;60;63;63;64;67;63;66;65;68;65
Gobbo;Lorenzo;Italy;20020903;0;0;62;60;60;60;60;60;64;63;61;60;60;62;60
Gomez;Juan Camilo;Colombia;20010822;0;0;61;62;60;60;60;60;61;62;60;61;63;64;60
Gómez;Germán Dario;Colombia;20010308;0;0;66;68;63;60;65;64;64;68;62;68;67;71;71
Gomez Gonzalez;Esteban;Paraguay;19990324;0;0;62;60;61;60;60;60;61;62;60;60;60;61;60
Goncalves;Bernardo;Portugal;19980813;0;0;61;60;60;60;61;60;60;61;60;62;63;62;60
Gonzalez;Leandro Agustin;Argentina;19980211;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Gouveris;Bradley;South Africa;19980208;0;0;65;60;61;60;60;60;66;66;64;64;62;64;64
Govekar;Matevž;Slovenia;20000417;180;75;68;63;70;60;62;69;70;73;67;71;64;70;68
Grassle;Pavel;Czech Republic;19850404;0;0;60;61;60;60;60;60;60;60;60;61;63;62;61
Greenberg;Cory;United States;19880123;0;0;62;60;60;60;60;60;62;61;60;60;60;60;60
Grinkevich;Mark;Belarus;20010131;185;73;64;60;60;60;63;62;61;61;60;62;60;61;63
Gruber;Pavel;Czech Republic;19960424;0;0;63;64;61;60;60;60;61;64;60;62;64;66;61
Gutierrez;Jorge;Spain;20020923;0;0;62;63;61;60;60;62;61;62;62;64;64;64;63
Guzzo;Federico;Italy;20010831;0;0;65;64;62;60;63;63;65;69;68;66;62;70;68
Habimana;Jean Eric;Rwanda;20010101;0;0;61;61;60;60;62;61;61;63;60;62;61;62;62
Halmuratov;Muradjan;Uzbekistan;19820611;185;68;65;69;63;60;66;62;61;63;69;69;63;69;64
Hanada;Kiyomasa;Japan;19980731;0;0;62;60;60;60;60;60;62;62;60;60;60;61;60
Handl;Philip;Austria;19961126;0;0;61;60;60;60;60;60;60;61;61;61;60;63;60
Hansen;Dan Erik;Norway;19880808;194;80;64;60;61;60;62;60;60;60;62;63;62;61;62
Hansen;Tobias Aagaard;Denmark;20020310;0;0;64;60;61;60;60;60;63;63;62;66;61;62;61
Harbach;Artsiom;Belarus;19991017;0;0;64;61;61;60;61;62;64;65;61;64;62;62;64
Hendrikx;Mees;Netherlands;20000805;0;0;62;60;72;62;60;60;61;63;60;64;61;60;64
Hesters;Jules;Belgium;19981111;180;72;70;60;66;68;60;60;73;73;70;73;66;61;63
Hofbauer;Philipp;Austria;20020820;190;68;62;64;63;60;60;60;60;63;62;63;63;63;63
Hollyman;Mason;United Kingdom;20000625;0;0;66;71;65;60;60;60;62;65;66;69;68;70;66
Horák;Dominik;Czech Republic;20010712;0;0;61;60;60;60;60;60;60;60;60;60;60;61;61
Hribar;Jernej;Slovenia;20020719;178;60;63;61;62;60;62;61;61;62;63;62;63;63;61
Huenders;Lance;Netherlands;20020710;0;0;60;60;60;60;60;60;60;61;60;60;61;61;60
Huntsman;Eddy;United States;20020516;0;0;62;60;60;60;60;60;63;62;60;62;61;60;60
Husted;Eli;United States;20020505;172;68;65;60;60;60;60;60;62;61;60;60;60;60;64
Huybs;Ward;Belgium;20021121;0;0;60;61;68;60;60;60;60;63;60;60;60;64;65
Iacomoni;Federico;Italy;20020718;0;0;63;61;62;60;62;62;65;64;62;65;61;62;61
Ibourk;Mohamed;Morocco;19950928;0;0;62;60;60;60;61;61;61;60;61;62;60;60;62
Igoshev;Egor;Russia;20020702;0;0;68;63;60;60;60;68;67;69;61;68;64;66;60
Ilves;Arti;Estonia;20020612;180;62;60;61;65;60;60;60;60;63;60;63;61;61;65
Islami;Besnik;Italy;20020917;0;0;61;60;60;60;61;62;60;61;60;61;60;61;60
Ivanov;Viacheslav;Russia;20020801;0;0;62;67;63;60;60;60;61;62;62;62;62;65;60
Jakoubek;Tomas;Czech Republic;19991217;183;0;63;63;61;60;62;61;61;64;62;62;64;65;67
Janos;Matyas;Czech Republic;20010529;0;0;62;60;60;60;61;61;60;60;60;60;60;60;62
Januskevicius;Mantas;Lithuania;19990429;179;74;65;60;60;60;62;61;63;63;61;63;60;60;60
Jeffers;Cameron;United Kingdom;19961030;0;0;65;60;61;60;60;60;62;64;61;65;61;66;65
Jenni;Luca;Switzerland;20020506;0;0;63;62;61;60;60;60;61;61;64;63;64;63;61
Jiang;Junhua;China;20020615;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Johannessen;Anders Halland;Norway;19990823;176;0;68;73;74;65;66;65;67;73;65;73;70;71;73
Johannessen;Tobias Halland;Norway;19990823;176;0;70;77;75;67;67;66;68;78;71;76;73;77;70
Johansson;Oskar;Norway;20020403;0;0;65;62;62;62;63;63;62;63;63;66;61;62;65
Jolidon;Luca;Switzerland;20000512;0;0;61;60;60;60;60;60;60;62;60;60;60;60;61
Jørgensen;Adam Holm;Denmark;20020901;185;68;70;61;61;63;71;70;67;65;67;70;65;66;64
Kachur;Dmytro;Ukraine;20011108;0;0;60;60;60;60;61;60;60;60;60;60;60;60;61
Kalaba;Pavle;Serbia;19991104;0;0;61;60;60;60;60;60;61;62;60;60;60;62;60
Karic;Vedad;Bosnia Herzegovina;19880306;0;0;65;62;60;60;61;60;64;62;63;64;61;65;63
Khatpin;Nutzhan;Kazakhstan;20010530;179;60;61;61;60;60;61;60;60;61;61;60;61;61;60
Kiryievich;Artur;Belarus;20001120;178;71;62;60;60;60;61;61;62;62;60;62;60;60;61
Klahan;Noppachai;Thailand;20001209;0;0;63;63;62;60;60;60;62;66;63;64;67;67;63
Kleban;Nick;Canada;19990720;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Kleiber Garcia;Luis;Venezuela;19990808;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Kogut;Oded;Israel;20010214;0;0;63;60;60;60;62;61;62;63;63;63;62;61;66
Kong;Lingzhuang;China;20000725;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Kovács;Dávid;Hungary;19970103;182;71;61;60;60;60;60;60;63;63;60;60;60;62;60
Kovar;Stefan;Austria;20020515;177;65;63;60;66;63;60;63;63;64;60;65;62;63;60
Kravchuk;Mykola;Ukraine;20000527;0;0;62;60;63;60;60;60;61;64;62;62;62;60;61
Kreidl;Alexander;Austria;19970625;0;0;60;60;60;60;61;61;60;60;60;61;60;60;60
Kretschy;Moritz;Germany;20020512;183;63;63;67;63;60;60;63;61;64;62;65;62;65;61
Kudravets;Artsiom;Belarus;20020427;175;69;62;60;60;60;60;60;60;61;60;61;61;61;61
Kuhn;Kevin;Switzerland;19980218;174;69;61;61;73;60;60;60;61;64;60;65;64;63;61
Kulset;Magnus;Norway;20000818;0;0;62;67;62;60;60;60;60;62;62;64;66;64;62
Kurits;Joonas;Estonia;20020415;186;72;65;60;66;61;67;65;64;65;63;65;64;62;64
Kvasina;Filip;Croatia;19981029;0;0;64;60;61;60;62;62;61;63;62;63;61;64;64
Laanemäe;Erki;Estonia;20010522;194;78;65;60;62;61;60;60;62;60;63;61;60;60;62
Labrosse;Jordan;France;20020915;0;0;65;60;67;60;61;60;67;69;63;67;67;68;65
Lacroix;Baptiste;France;20020530;0;0;62;60;61;60;60;62;63;65;60;62;64;63;61
Lamperti;Luke;United States;20021231;0;0;65;60;63;60;60;64;70;71;63;63;63;63;63
Lawton;Henri;United Kingdom;20010118;0;0;63;60;61;60;60;60;64;65;60;62;61;61;60
Lecerf;Clément;France;20020312;0;0;63;60;60;60;62;62;60;60;61;62;60;60;64
Ledegen;Dietmar;Belgium;19921105;0;0;66;60;68;62;60;60;64;67;61;67;60;65;67
Lee;Wei Cheng;Taiwan;19840703;0;0;61;60;60;60;61;61;60;60;60;60;60;60;61
Leitão;Iúri;Portugal;19980703;175;68;67;60;60;60;64;65;73;74;64;69;64;66;60
Li;Kuan Hsien;Taiwan;19940719;0;0;60;60;60;60;62;61;60;60;60;60;60;60;60
Lindeman;Adrie;Netherlands;19851021;187;76;66;60;62;61;60;60;60;60;61;62;60;64;65
Løland;Sakarias Koller;Norway;20010920;0;0;70;62;63;65;60;60;68;70;68;68;66;69;66
Lopez;Juan Carlos;Colombia;20010325;0;0;63;69;60;60;61;60;62;64;61;64;68;67;64
López;Vladimir;Colombia;19880108;0;0;64;64;62;60;60;60;64;67;60;62;67;64;67
Louiche;Vincent;France;19920718;0;0;64;60;61;60;60;60;66;69;60;63;67;66;63
Lovidius;Edvin;Sweden;20020302;0;0;64;60;60;61;64;63;64;65;62;64;60;62;66
Lube;Bernhard;Austria;20020822;174;63;60;60;60;60;60;60;61;61;61;60;60;60;60
Luján;Eduardo Nicolas;Argentina;19980610;0;0;60;60;60;60;60;60;62;62;60;60;60;60;60
Luján;Enzo;Argentina;19960717;0;0;62;60;60;60;60;60;64;64;60;60;60;60;60
Luna del Cerro;Alejandro;Spain;20021227;178;60;60;61;60;60;61;61;60;60;60;62;61;61;62
Lupien;Joseph;Canada;19940307;0;0;60;60;60;60;61;61;60;60;60;60;60;60;61
Lv;Zheng;China;20020214;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Ma;Yinghao;China;20020221;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Maatougui;Nasser Eddine;Morocco;20020321;0;0;62;60;60;60;60;60;62;61;61;61;60;60;62
Mac?ek;Matic;Slovenia;20021008;180;73;64;60;61;60;62;63;60;60;60;62;63;62;64
Machado;Ricardo;Portugal;20021128;0;0;60;61;61;60;60;60;60;62;61;60;60;62;61
MacLeod;Euan;United Kingdom;20020729;163;49;61;60;61;61;60;61;60;60;62;62;61;62;61
Maire;Adrien;France;20001117;0;0;62;64;62;60;61;60;60;63;63;63;65;65;62
Malacarne;Alex;Brazil;20020310;0;0;60;60;67;60;60;64;60;61;60;62;60;61;60
Malucchi;Fabio;Italy;20010724;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Mano;Yuttana;Thailand;19970326;0;0;65;60;61;60;60;60;63;66;62;66;64;66;65
Manturov;Ilya;Kazakhstan;20000724;0;0;60;60;60;60;60;60;60;60;60;62;60;60;61
Marais;Benjamin;France;20020911;0;0;62;62;60;60;64;64;60;60;62;63;62;62;62
Marbler;Stefan;Austria;20020912;189;70;63;60;60;60;63;64;60;61;61;64;62;62;60
Marcerou;Nicola;France;20020923;0;0;63;61;61;60;60;60;61;62;61;62;63;63;62
Marchuk;Dzianis;Belarus;20000519;0;0;63;63;60;60;61;61;61;64;60;63;63;63;61
Marojevic;Ivan;Croatia;19900522;0;0;61;60;60;60;60;60;60;60;60;60;60;61;61
Martinez;Clever;Venezuela;19901127;0;0;65;60;60;60;66;67;67;67;60;61;66;62;62
Mason;Cameron;United Kingdom;20000818;175;60;60;60;69;60;60;60;60;62;60;62;60;63;65
Mclain;Logan;United States;20020208;187;0;63;67;60;60;62;62;60;61;60;63;60;63;64
McLaughlin;Mitchell;Ireland;19980318;0;0;62;60;63;60;62;62;60;61;60;62;60;60;61
Medina Garcia;Jose Luis;Spain;20020105;170;66;61;63;60;60;62;61;60;60;60;62;63;61;60
Meens;Johan;Belgium;19990707;0;0;64;65;62;60;61;61;61;64;64;65;64;67;60
Mejia Vargas;Samuel;Colombia;20000724;0;0;62;60;60;60;60;60;62;61;60;60;62;60;60
Menegale;Elia;Italy;19990305;0;0;64;60;60;61;60;61;63;65;61;62;60;61;63
Mengel;Nikolaj;Denmark;20020309;182;65;64;63;63;60;64;63;61;62;63;66;63;65;64
Mentil;Patrick;Italy;20010118;0;0;66;60;62;61;62;64;65;66;63;61;60;62;61
Merckx;Niels;Belgium;19940913;0;0;66;60;65;65;60;60;67;68;65;64;63;63;68
Mifsud;Andrea;France;19990528;0;0;65;71;64;60;60;60;63;65;67;69;68;69;68
Mihkels;Madis;Estonia;20030531;0;0;70;61;73;66;65;70;70;71;67;71;66;69;67
Mijnsbergen;Thomas;Netherlands;20020815;183;70;64;62;62;62;60;60;63;64;65;66;62;65;61
Mikutis;Aivaras;Lithuania;20020916;184;72;67;62;61;61;64;64;65;65;63;65;63;64;63
Milesi;Lorenzo;Italy;20020319;0;0;66;67;63;62;69;70;62;65;65;70;66;69;65
Mindru;Andrei;Romania;20000227;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Mini;Giuliano;Argentina;19950406;0;0;65;60;60;60;60;60;62;62;62;62;60;60;63
Montagner;Eric Paties;Italy;20020827;0;0;64;61;62;61;61;62;63;64;61;65;61;62;67
Montoli;Andrea;Italy;20020409;0;0;62;64;63;60;60;60;63;65;63;64;60;64;63
Moore;Peter;United States;20010724;0;0;61;60;60;60;60;60;60;60;60;60;60;60;61
Morais;Francisco;Portugal;19980827;178;68;62;60;60;60;62;61;60;61;62;62;60;64;62
Moreno;Javier;Spain;19840718;181;63;65;71;64;60;62;60;63;61;68;68;68;69;62
Moreno;Salvador;Colombia;19910418;0;0;64;72;61;60;67;65;62;70;60;64;68;68;73
Moro;Manlio;Italy;20020317;0;0;66;61;60;60;65;67;62;62;61;65;61;63;65
Moser;Nathaniel;United States;20000414;0;0;62;60;60;60;60;61;60;60;60;60;60;60;61
Mulagaleyev;Vladimir;Kazakhstan;20020417;0;0;60;61;60;60;60;60;60;61;60;60;61;61;60
Murguialday;Jokin;Spain;20000319;173;58;63;70;64;60;63;62;62;65;64;64;65;67;66
Navarro;Royner;Peru;19920801;171;62;62;67;62;60;60;60;60;62;60;62;65;64;64
Neffgen;Tim;Germany;20020401;0;0;61;61;67;60;60;61;60;64;61;65;62;63;64
Nencini;Tommaso;Italy;20000910;0;0;65;61;63;60;60;60;67;69;64;67;62;62;62
Nepyivoda;Andrii;Ukraine;20000322;0;0;62;60;63;60;60;60;63;64;61;61;60;62;62
Newmark;Finley;Ireland;20010731;0;0;62;60;66;64;61;60;61;61;64;61;60;60;62
Niebergall;Yannik;Germany;20020322;0;0;61;63;63;60;60;60;60;61;60;61;60;61;62
Nieto;Antonio;Spain;20020527;0;0;62;61;60;60;60;60;61;62;62;62;61;63;62
Nigrini;Andries;South Africa;19990420;178;67;62;64;61;60;62;61;60;60;61;63;64;63;63
Nobel;Rick;Netherlands;19940926;195;78;66;60;62;60;60;60;63;63;64;64;62;67;62
Nordemann-Da Silva;Daniel;Canada;20010423;0;0;62;62;67;61;60;60;61;63;60;64;61;64;62
Nørtoft;Morten;Denmark;20020905;175;0;66;60;61;60;62;62;64;65;64;65;61;64;64
Nys;Thibau;Belgium;20021112;176;64;73;60;75;72;60;61;71;76;69;71;62;70;68
O'Donnell;Bailey;New Zealand;20000925;0;0;65;61;60;60;60;62;63;64;60;66;63;60;66
Ochoa;Carlos Francisco;Philippines;19940531;0;0;61;60;60;60;60;60;60;61;60;60;60;61;61
Oda;Hijiri;Japan;19981123;0;0;63;60;67;60;60;60;65;67;64;64;62;64;60
Okamika;Ander;Spain;19930402;189;72;68;70;62;60;63;62;62;64;72;74;65;73;72
Oliver;Ben;New Zealand;19961217;183;71;66;64;62;62;63;62;65;69;63;68;62;67;64
Onley;Oscar;United Kingdom;20021013;0;0;64;66;62;61;64;63;61;64;62;67;66;67;65
Orts;Felipe;Spain;19950401;179;70;63;62;72;63;60;61;65;67;60;64;60;66;62
Osborne;Jason;Germany;19940320;178;72;68;60;65;63;74;72;64;64;66;74;63;65;65
Osorio;Edison;Colombia;19951022;0;0;63;60;60;60;67;65;60;60;60;62;60;60;60
Osorno;Mateo;Colombia;20020309;0;0;60;62;60;60;60;60;60;61;60;60;60;61;60
Pahlke;Jasper;Germany;20020714;0;0;61;60;67;62;60;60;63;64;62;63;60;62;63
Paleni;Enzo;France;20020530;178;65;66;62;65;63;68;68;62;66;63;67;67;67;68
Palomba;Marco;Italy;20020505;0;0;62;62;61;60;60;60;62;64;60;61;60;63;62
Palzer;Anton;Germany;19930311;178;62;66;72;68;60;65;65;62;64;71;72;66;67;64
Parashchak;Yaroslav;Ukraine;20001003;0;0;63;64;62;60;60;60;61;65;65;64;64;66;63
Pasban Khajeh;Hamed;Iran;19880923;0;0;65;62;66;60;60;60;60;63;61;63;61;63;64
Pase;Christian Danilo;Italy;20020226;0;0;62;62;64;60;61;61;62;63;61;62;62;64;63
Pe?nik;Teo;Slovenia;20020331;0;0;61;62;68;60;60;60;60;63;61;64;60;63;63
Pencedano;Nicolo;Italy;20000131;0;0;63;60;61;60;60;60;65;66;61;61;63;64;61
Peret;Kacper;Poland;20021212;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Perez;Cristian;Uruguay;19990601;0;0;63;60;60;60;60;60;61;61;60;61;60;62;60
Peric;Vojislav;Ukraine;20011108;0;0;63;60;60;60;60;60;65;65;62;61;60;60;60
Peschi;Lorenzo;Italy;20020113;0;0;63;60;62;60;60;60;65;65;64;63;64;62;62
Petrus;Lubomir;Czech Republic;19900717;177;58;60;62;74;60;60;60;60;61;60;62;60;60;61
Phippen;Logan;United States;19920510;180;0;62;64;62;60;60;60;61;61;61;64;63;62;64
Piasetski;Aliaksandr;Belarus;19930515;184;66;63;67;62;60;61;60;62;62;62;65;61;64;61
Pickrell;Riley;Canada;20010816;0;0;64;60;60;60;60;60;68;68;63;63;65;64;60
Pidcock;Joseph;United Kingdom;20020320;170;59;65;62;67;63;60;63;67;68;64;67;62;64;62
Piganzoli;Davide;Italy;20020708;174;61;63;69;64;60;66;64;60;64;62;67;69;67;62
Pira;Yesid Albeiro;Colombia;19990628;172;59;62;72;60;60;62;61;60;64;60;63;67;66;63
Piras;Andrea;Italy;20020205;0;0;63;60;61;60;61;62;61;63;65;63;61;62;61
Pithie;Campbell;New Zealand;19991028;0;0;68;64;64;65;62;64;62;67;65;68;63;68;62
Pithie;Laurence;New Zealand;20020717;187;74;69;66;64;64;62;71;70;72;69;70;62;70;62
Plomer;Joaquín;Argentina;19990111;0;0;64;60;60;60;60;60;63;63;62;62;60;60;64
Polozov;Viacheslav;Russia;20010809;0;0;62;60;60;60;60;60;60;61;60;60;60;61;60
Portello;Alessio;Italy;20020207;0;0;66;61;61;60;61;62;68;69;62;64;62;62;62
Poszti;Sandor;Romania;20021017;0;0;61;60;60;60;61;60;60;60;60;61;60;60;61
Prokopyszyn;Filip;Poland;20000810;180;70;64;60;60;60;60;61;65;66;61;65;62;60;60
Quaranta;Samuel;Italy;20020415;173;0;64;61;61;60;60;60;65;68;61;62;61;64;62
Quartucci;Lorenzo;Italy;19990405;170;64;64;65;60;60;60;60;66;68;62;63;60;68;61
Raimondi;Alex;Italy;20000330;0;0;61;63;61;60;60;60;60;62;61;62;63;62;61
Ramírez;Jhoan Sebastian;Colombia;20021227;0;0;62;63;61;60;60;60;60;61;60;62;63;63;61
Raßmann;Frederik;Germany;20000309;180;60;67;62;68;60;60;60;61;64;65;65;64;66;64
Rees;Oliver;United Kingdom;20010316;0;0;62;63;66;60;63;65;61;64;63;66;64;66;63
Sor Reime;Erlend;Norway;19951023;0;0;66;60;62;60;60;60;64;62;61;63;62;62;60
Reinderink;Pepijn;Netherlands;20020504;0;0;65;64;66;63;61;63;65;68;63;66;65;68;66
Reiter;Daniel;Austria;19910713;0;0;60;64;60;60;60;60;60;60;62;62;61;61;60
Riccitello;Matthew;United States;20020305;0;0;66;68;66;61;66;67;61;62;66;68;68;67;68
Richards;Kane;Australia;19961201;0;0;66;61;60;60;67;65;63;64;60;64;62;63;63
Roberti;Luca;Italy;20000606;0;0;62;60;60;60;60;60;62;63;60;60;62;63;60
Romanov;Igor;Kazakhstan;20021030;0;0;61;60;60;60;60;60;60;60;60;60;60;60;61
Romo;Javier;Spain;19990106;184;70;68;72;60;60;65;62;64;63;68;72;62;73;72
Roos;Andre;Estonia;20021122;184;73;64;60;60;60;60;60;64;63;61;62;61;60;60
Rosegger;Paul;Austria;20020428;184;68;60;60;60;60;60;60;60;61;60;62;60;62;60
Rosenlund;Stian;Denmark;20020404;190;72;62;60;61;60;64;65;65;65;61;62;60;60;61
Pezzo Rosola;Kevin;Italy;20021130;0;0;61;60;68;61;60;60;61;62;62;61;60;62;61
Roth;Nepomuk;Germany;20001229;178;61;61;60;60;60;60;60;60;60;60;60;60;62;60
Ruiz;Ivan Gabriel;Argentina;19990126;0;0;65;60;61;60;63;61;63;62;64;64;63;60;63
Ruiz Acuña;Jeferson;Colombia;20020706;0;0;62;67;61;60;61;63;62;65;60;62;64;65;63
Ruiz Cañas;Alejandro;Colombia;19950214;0;0;63;60;61;60;60;60;60;63;60;62;63;62;67
Ruiz Cañaveral;Esteban;Colombia;19991010;0;0;61;62;60;60;61;60;60;63;61;61;63;65;60
Ryan;Fintan;Ireland;19960924;0;0;62;61;64;60;60;60;60;64;62;63;61;62;65
Sadki;Mohamed;Morocco;19980823;0;0;63;60;61;60;60;60;60;60;62;62;63;63;60
Saleh;Ali;Bahrain;19871103;0;0;60;62;61;60;60;60;60;60;62;62;62;61;60
Sanchez;Pelayo;Spain;20000327;176;61;66;69;64;60;67;66;64;65;65;68;70;69;65
Santini;Goran;Croatia;19801012;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Savchuk;Ivan;Ukraine;20021225;0;0;60;60;60;60;61;60;60;60;60;60;60;61;61
Iwersen;Emil;Denmark;20020815;183;70;64;67;65;60;66;66;61;64;66;68;69;68;62
Schuch;Mike;Netherlands;20021227;183;64;64;63;62;62;60;60;64;66;64;65;63;64;69
Serrano;Javier;Spain;20010417;0;0;63;65;63;62;62;61;65;67;62;64;65;67;63
Sexton;Tom;New Zealand;19981119;183;71;66;63;64;63;66;64;66;66;63;66;61;65;66
Shauchenka;Siarhei;Belarus;19980401;179;74;66;60;62;60;63;61;69;71;65;67;64;67;61
Shichkin;Vlas;Russia;20020125;0;0;63;60;60;60;60;61;64;64;62;61;60;60;60
Shipley;Gabriel;United States;20020109;187;70;63;60;60;60;60;60;63;64;60;61;62;60;60
Skivild;Robin Juel;Denmark;20010821;0;0;65;67;61;62;61;62;63;67;63;67;64;66;69
Slock;Liam;Belgium;20000918;188;73;66;63;64;64;60;62;63;68;64;68;63;66;71
Slomp;Samuel;Italy;20010924;178;63;62;63;61;60;60;61;61;63;62;62;60;64;64
Smetaniuk;Oleksander;Ukraine;20011229;179;71;64;60;60;60;61;60;62;61;61;61;60;61;61
Smirnov;Ivan;Russia;19990114;186;74;69;61;60;60;60;67;68;70;64;70;60;68;60
Soden;Bradley;Australia;19970812;0;73;67;60;60;60;60;60;63;62;64;62;63;60;63
Ferreira;Antonio Manuel;Portugal;20000403;0;0;61;62;61;60;61;60;61;64;63;62;61;65;62
Stadlbauer;Gregor;Austria;20010120;0;0;60;60;60;60;62;61;60;60;60;61;60;60;60
Stas;Brecht;Belgium;19950919;0;0;66;60;60;62;60;61;66;67;63;65;61;63;66
Staune-Mittet;Johannes;Norway;20020118;0;0;65;73;65;60;69;67;60;66;68;72;69;72;67
Steinacher;Cyrill;Switzerland;19990211;182;72;64;60;60;60;60;60;61;61;60;63;61;64;62
Steinmann;Kieron;Germany;20020503;175;58;62;61;60;60;61;62;61;61;60;62;61;61;60
Stenning;Oliver;Australia;19980227;183;0;64;62;60;60;63;61;61;63;62;65;63;65;60
Stetsiuk;Vadym;Ukraine;20020525;0;0;61;60;60;60;61;60;60;60;60;60;60;61;61
Suesca;Marco Tulio;Colombia;19940811;0;0;66;68;60;60;64;68;64;68;60;64;64;66;60
Sun;Changsheng;China;20021130;0;0;60;60;60;60;60;60;60;60;60;60;60;60;61
Susol;Oles;Ukraine;20010805;0;0;60;60;60;60;62;61;60;60;60;60;60;60;61
Suzuki;Yuzuru;Japan;19851106;170;57;65;64;62;60;62;61;62;63;64;66;67;67;70
Syritsa;Gleb;Russia;20000414;0;0;68;63;60;60;60;60;70;71;62;70;63;67;60
Szarka;Gergely;Hungary;19981118;0;0;67;64;64;60;63;63;65;67;65;67;64;65;66
Tagliani;Filippo;Italy;19950814;180;70;67;65;64;60;63;63;69;71;65;69;68;68;65
Temmen;Jan-Marc;Germany;20020816;178;66;63;62;62;60;60;60;61;64;64;65;64;65;65
Tendon;Arnaud;Switzerland;20021106;0;0;63;66;65;60;62;62;64;68;62;64;66;67;67
Tene;Rotem;Israel;20010330;0;0;65;60;61;64;60;60;67;66;64;64;61;61;60
Tesfu;Bazaye Redae;Ethiopia;20021205;0;0;60;60;60;60;61;61;60;60;60;60;60;61;60
